trip_id,driver_id,driver_name,origin,destination,distance_km,pickup_time,delivery_time,actual_delivery_time,status,fuel_cost,driver_pay,maintenance_cost,toll_cost,load_value,profit_margin,vehicle_id,vehicle_type,violation_count,speeding_incidents,gps_start_lat,gps_start_lon,gps_end_lat,gps_end_lon,weather_condition
942,122,Driver_122,Dallas,Los Angeles,1509.12,2025-08-28 01:03:13.004435,2025-08-30 04:03:13.004435,2025-08-30 06:40:13.004435,Delayed,415.18,466.39,227.26,98.38,3751.41,2544.2,237,Van,0,0,39.673005,-70.47763,37.395818,-75.090705,Cloudy
943,103,Driver_103,Boston,Atlanta,1708.06,2025-08-29 02:03:13.004470,2025-09-01 12:03:13.004470,2025-09-01 11:35:13.004470,In Transit,846.88,993.24,213.62,98.37,3769.98,1617.87,227,Van,0,0,27.921462,-110.805711,41.210357,-79.585536,Rain
944,122,Driver_122,Houston,Seattle,1445.36,2025-08-26 16:03:13.004502,2025-08-29 20:03:13.004502,2025-08-29 21:26:13.004502,Delivered,542.83,838.99,63.17,29.33,3367.72,1893.4,232,Truck,0,0,28.897176,-111.720035,27.886777,-97.030047,Cloudy
945,140,Driver_140,Houston,Seattle,980.41,2025-08-28 19:03:13.004535,2025-08-31 12:03:13.004535,2025-08-31 13:57:13.004535,Delivered,273.28,327.97,255.52,96.58,1928.36,975.01,242,Van,0,0,28.956131,-119.431993,34.858243,-88.355531,Cloudy
946,146,Driver_146,Atlanta,Miami,903.95,2025-08-28 12:03:13.004567,2025-09-01 06:03:13.004567,2025-09-01 05:54:13.004567,Delayed,318.25,500.6,293.33,53.77,2181.77,1015.82,234,Truck,0,0,39.159303,-81.190146,38.507772,-96.750013,Sunny
947,137,Driver_137,New York,Atlanta,1715.55,2025-08-27 21:03:13.004602,2025-08-31 04:03:13.004602,2025-08-31 05:12:13.004602,In Transit,663.57,715.61,65.07,42.47,3362.25,1875.53,247,Truck,0,0,32.332427,-94.261426,35.655974,-96.911177,Sunny
948,148,Driver_148,Miami,Dallas,1459.38,2025-08-27 09:03:13.004648,2025-08-31 12:03:13.004648,2025-08-31 11:49:13.004648,Delivered,803.72,860.79,291.18,83.7,3185.43,1146.04,243,Van,2,2,40.198327,-89.882542,37.872663,-73.123845,Sunny
949,113,Driver_113,New York,Miami,2109.77,2025-08-26 19:03:13.004684,2025-08-29 06:03:13.004684,2025-08-29 06:01:13.004684,Delivered,966.95,1018.4,62.07,86.07,4145.05,2011.56,215,Van,0,0,27.025419,-114.981102,33.309072,-70.958579,Cloudy
950,133,Driver_133,Chicago,Seattle,2169.47,2025-08-26 15:03:13.004716,2025-08-29 04:03:13.004716,2025-08-29 06:32:13.004716,In Transit,699.18,830.75,147.07,26.03,3567.15,1864.12,205,Truck,0,0,40.460231,-89.748516,28.61394,-85.566315,Sunny
951,140,Driver_140,Denver,Miami,1484.98,2025-08-27 21:03:13.004750,2025-08-29 00:03:13.004750,2025-08-29 00:59:13.004750,Delivered,589.7,567.58,69.46,38.58,3561.53,2296.21,235,Truck,0,0,28.361893,-100.949227,35.172516,-87.033565,Rain
952,149,Driver_149,Boston,Denver,1337.88,2025-08-27 15:03:13.004785,2025-08-31 17:03:13.004785,2025-08-31 17:10:13.004785,Delivered,491.91,530.36,279.99,42.94,3302.98,1957.78,207,Van,0,0,27.762976,-97.369087,36.35303,-94.469948,Rain
953,107,Driver_107,Chicago,Miami,1859.11,2025-08-28 17:03:13.004822,2025-09-01 14:03:13.004822,2025-09-01 13:42:13.004822,Delivered,669.65,676.09,283.69,40.39,4625.5,2955.68,232,Truck,1,1,27.945961,-70.350851,40.034474,-95.73388,Sunny
954,144,Driver_144,Los Angeles,New York,468.14,2025-08-28 23:03:13.004855,2025-08-30 07:03:13.004855,2025-08-30 09:18:13.004855,Delivered,164.26,154.97,131.22,34.3,883.77,399.02,244,Van,0,0,33.774107,-72.085082,35.475796,-75.873739,Rain
955,123,Driver_123,Boston,Chicago,1924.02,2025-08-28 19:03:13.004888,2025-09-01 19:03:13.004888,2025-09-01 21:06:13.004888,Delayed,1162.29,665.87,96.47,83.11,4421.03,2413.29,248,18-wheeler,0,0,41.67079,-116.614305,36.980944,-110.491666,Rain
956,140,Driver_140,Miami,Los Angeles,1338.47,2025-08-28 13:03:13.004921,2025-08-29 13:03:13.004921,2025-08-29 12:57:13.004921,Delivered,648.36,766.86,99.86,27.58,2441.92,899.26,239,18-wheeler,0,0,39.983927,-82.746494,41.204795,-109.349042,Cloudy
957,117,Driver_117,Los Angeles,Boston,1848.37,2025-08-26 16:03:13.004954,2025-08-31 10:03:13.004954,2025-08-31 12:09:13.004954,In Transit,620.14,564.75,73.28,11.52,2834.0,1564.31,216,18-wheeler,3,3,28.937122,-110.586387,25.566476,-105.47715,Cloudy
958,116,Driver_116,Chicago,Los Angeles,583.61,2025-08-28 03:03:13.004989,2025-09-02 00:03:13.004989,2025-09-02 02:39:13.004989,Delivered,233.7,245.37,298.14,14.45,938.75,147.09,208,Van,0,0,39.028181,-87.538276,27.325863,-112.334443,Rain
959,127,Driver_127,Miami,Denver,385.64,2025-08-27 23:03:13.005025,2025-08-31 14:03:13.005025,2025-08-31 14:05:13.005025,Scheduled,136.78,207.17,150.63,32.37,878.72,351.77,208,Van,0,0,28.462181,-77.875706,28.515935,-96.920842,Cloudy
960,141,Driver_141,Atlanta,Los Angeles,995.31,2025-08-27 10:03:13.005058,2025-08-31 00:03:13.005058,2025-08-31 01:48:13.005058,Delivered,455.77,481.02,87.25,10.09,1666.53,632.4,222,18-wheeler,0,0,32.189361,-105.460517,36.272805,-86.803667,Snow
961,107,Driver_107,Seattle,Miami,1502.55,2025-08-29 03:03:13.005091,2025-08-31 02:03:13.005091,2025-08-31 03:26:13.005091,Delivered,449.61,834.04,281.73,98.04,3539.61,1876.19,236,18-wheeler,0,0,33.846949,-76.377971,36.763639,-115.704117,Snow
962,128,Driver_128,Chicago,Atlanta,1528.22,2025-08-26 12:03:13.005123,2025-08-28 13:03:13.005123,2025-08-28 12:36:13.005123,Scheduled,539.8,579.61,87.21,77.4,2835.68,1551.66,241,18-wheeler,0,0,33.177909,-105.026305,41.903227,-91.82445,Sunny
963,114,Driver_114,Seattle,Boston,2476.63,2025-08-27 15:03:13.005160,2025-08-28 21:03:13.005160,2025-08-28 23:37:13.005160,Delivered,1213.94,1096.09,230.74,31.76,4927.42,2354.89,241,18-wheeler,0,0,28.759249,-88.934028,35.483965,-91.318674,Cloudy
964,150,Driver_150,Atlanta,Los Angeles,1448.23,2025-08-28 18:03:13.005194,2025-09-01 20:03:13.005194,2025-09-01 20:46:13.005194,Delivered,677.13,719.34,134.2,51.1,2852.95,1271.18,219,Van,0,0,27.308848,-70.209288,29.610706,-93.41892,Cloudy
965,119,Driver_119,New York,Denver,1920.77,2025-08-27 10:03:13.005226,2025-08-28 20:03:13.005226,2025-08-28 20:06:13.005226,Delivered,754.03,827.85,259.85,97.2,3990.41,2051.48,242,Van,1,1,35.862939,-86.048491,32.055922,-72.947296,Sunny
966,141,Driver_141,Miami,Chicago,1442.83,2025-08-28 01:03:13.005259,2025-09-01 01:03:13.005259,2025-09-01 02:24:13.005259,Delivered,585.65,601.2,148.12,81.71,2210.91,794.23,241,18-wheeler,1,1,36.199692,-96.008748,27.363025,-109.464851,Snow
967,116,Driver_116,Boston,Los Angeles,1011.81,2025-08-28 12:03:13.005292,2025-09-01 23:03:13.005292,2025-09-01 23:49:13.005292,Delivered,381.38,448.79,170.7,82.97,2235.91,1152.07,245,Truck,0,0,25.129072,-99.65099,38.347133,-74.612077,Rain
968,110,Driver_110,Miami,Boston,1509.44,2025-08-27 01:03:13.005332,2025-08-28 13:03:13.005332,2025-08-28 12:52:13.005332,In Transit,436.38,641.54,172.05,88.07,3663.93,2325.89,239,18-wheeler,0,0,41.173429,-80.81172,27.344378,-101.208322,Rain
969,129,Driver_129,Miami,Denver,2248.8,2025-08-28 10:03:13.005374,2025-09-02 06:03:13.005374,2025-09-02 08:52:13.005374,Delivered,1035.04,804.28,267.24,45.45,4778.98,2626.97,202,18-wheeler,0,0,41.668249,-119.173042,32.34287,-102.960689,Snow
970,106,Driver_106,Houston,Chicago,1614.15,2025-08-28 14:03:13.005410,2025-09-01 20:03:13.005410,2025-09-01 22:10:13.005410,In Transit,722.58,781.47,250.08,25.8,3964.45,2184.52,201,Truck,0,0,26.332818,-93.372294,32.561612,-82.883374,Sunny
971,105,Driver_105,Dallas,Seattle,748.11,2025-08-27 02:03:13.005443,2025-08-28 20:03:13.005443,2025-08-28 19:38:13.005443,Delivered,308.56,376.79,84.69,82.38,1498.8,646.38,247,Truck,1,1,39.951769,-92.652419,27.396713,-97.423464,Snow
972,104,Driver_104,Chicago,Seattle,2275.83,2025-08-28 16:03:13.005475,2025-08-31 03:03:13.005475,2025-08-31 04:28:13.005475,Delivered,1184.93,1230.89,194.16,42.71,5567.28,2914.59,228,18-wheeler,1,1,37.597608,-113.882235,40.869894,-119.940371,Cloudy
973,121,Driver_121,New York,Dallas,333.21,2025-08-27 05:03:13.005508,2025-08-28 08:03:13.005508,2025-08-28 10:34:13.005508,Delivered,145.52,176.9,144.53,16.15,509.74,26.64,230,Van,0,0,41.640518,-115.014644,41.215504,-93.045334,Sunny
974,106,Driver_106,Houston,Los Angeles,2050.31,2025-08-28 00:03:13.005550,2025-08-29 02:03:13.005550,2025-08-29 03:24:13.005550,Scheduled,1129.64,843.58,206.07,38.75,4627.91,2409.87,219,Van,0,0,25.362366,-72.519128,39.689853,-111.264797,Cloudy
975,119,Driver_119,Los Angeles,New York,1825.4,2025-08-28 07:03:13.005583,2025-08-31 17:03:13.005583,2025-08-31 18:10:13.005583,Delivered,796.78,553.1,175.76,15.81,3862.19,2320.74,237,Van,2,2,35.144473,-90.320391,27.558136,-77.269149,Snow
976,130,Driver_130,Houston,Chicago,926.45,2025-08-27 21:03:13.005617,2025-09-01 08:03:13.005617,2025-09-01 08:26:13.005617,Delivered,254.08,428.02,254.68,73.44,1711.76,701.54,212,18-wheeler,1,1,40.169297,-73.559226,25.287099,-119.307401,Cloudy
977,106,Driver_106,Houston,Denver,1572.28,2025-08-28 20:03:13.005649,2025-08-31 02:03:13.005649,2025-08-31 04:24:13.005649,In Transit,598.55,597.69,117.8,39.76,3251.77,1897.97,250,18-wheeler,0,0,27.60198,-89.337445,39.343167,-88.135502,Cloudy
978,110,Driver_110,New York,Denver,1756.0,2025-08-27 19:03:13.005684,2025-08-30 07:03:13.005684,2025-08-30 07:06:13.005684,Scheduled,916.76,1037.26,260.34,45.53,2674.21,414.32,219,Van,0,0,32.780281,-97.525764,36.081054,-87.266709,Snow
979,141,Driver_141,New York,Los Angeles,685.2,2025-08-28 12:03:13.005730,2025-08-30 08:03:13.005730,2025-08-30 09:31:13.005730,Delivered,200.88,253.96,281.55,33.95,1668.15,897.81,239,18-wheeler,2,2,35.733467,-100.470977,33.003094,-109.656632,Rain
980,115,Driver_115,Seattle,Chicago,1687.18,2025-08-27 00:03:13.005763,2025-08-30 04:03:13.005763,2025-08-30 04:24:13.005763,In Transit,739.02,508.06,232.66,39.45,3404.71,1885.52,242,Van,2,2,41.540042,-95.778245,27.228866,-78.477482,Sunny
981,126,Driver_126,Chicago,Seattle,322.05,2025-08-26 16:03:13.005796,2025-08-28 06:03:13.005796,2025-08-28 08:09:13.005796,Delivered,123.46,148.1,174.04,97.59,596.94,53.75,246,Truck,0,0,28.096041,-85.567586,38.381739,-119.201721,Cloudy
982,144,Driver_144,Dallas,New York,2385.88,2025-08-26 18:03:13.005829,2025-08-29 13:03:13.005829,2025-08-29 13:24:13.005829,In Transit,694.76,876.99,263.38,34.38,4792.05,2922.54,225,18-wheeler,1,1,29.891605,-93.318696,26.373579,-93.114933,Rain
983,118,Driver_118,New York,Chicago,963.67,2025-08-27 02:03:13.005861,2025-08-29 06:03:13.005861,2025-08-29 08:04:13.005861,In Transit,528.89,444.21,238.37,58.74,1450.06,179.85,207,Van,0,0,32.243451,-88.326133,27.975385,-89.498505,Snow
984,131,Driver_131,Los Angeles,Seattle,721.2,2025-08-28 18:03:13.005906,2025-09-01 08:03:13.005906,2025-09-01 10:03:13.005906,Delivered,212.06,364.51,61.85,63.91,1795.64,1093.31,216,18-wheeler,0,0,41.807325,-108.030202,37.587966,-101.981355,Sunny
985,113,Driver_113,Dallas,Denver,993.48,2025-08-28 04:03:13.005943,2025-08-30 11:03:13.005943,2025-08-30 12:30:13.005943,Scheduled,348.9,537.26,138.37,49.95,2394.37,1319.89,209,Truck,2,2,27.448263,-105.301764,41.369357,-116.970378,Snow
986,112,Driver_112,Seattle,Miami,1141.78,2025-08-28 08:03:13.005976,2025-08-29 09:03:13.005976,2025-08-29 11:59:13.005976,In Transit,390.28,511.14,231.25,81.82,2758.38,1543.89,218,Truck,0,0,40.677487,-101.503514,41.453877,-104.651109,Snow
987,130,Driver_130,Seattle,New York,1606.55,2025-08-27 11:03:13.006008,2025-08-31 22:03:13.006008,2025-08-31 23:20:13.006008,In Transit,605.88,763.08,77.02,51.03,3640.2,2143.19,224,Truck,0,0,36.335746,-115.942276,34.218783,-113.805075,Cloudy
988,117,Driver_117,Miami,Boston,286.4,2025-08-27 04:03:13.006041,2025-08-30 18:03:13.006041,2025-08-30 18:14:13.006041,Delivered,123.75,132.6,295.68,33.49,534.3,-51.22,222,18-wheeler,0,0,32.752388,-117.22937,41.66549,-105.074773,Rain
989,122,Driver_122,Denver,Miami,1950.59,2025-08-27 14:03:13.006073,2025-08-29 12:03:13.006073,2025-08-29 11:45:13.006073,In Transit,992.35,751.77,271.05,98.58,3669.12,1555.37,208,Van,0,0,31.556644,-81.417475,35.552536,-85.103293,Cloudy
990,119,Driver_119,Boston,Atlanta,1094.94,2025-08-28 09:03:13.006110,2025-08-31 03:03:13.006110,2025-08-31 04:30:13.006110,Delayed,423.56,341.94,84.66,78.05,1829.61,901.4,213,Van,1,1,32.839248,-105.722583,39.327453,-75.173794,Cloudy
991,123,Driver_123,Los Angeles,Denver,732.31,2025-08-26 10:03:13.006145,2025-08-30 06:03:13.006145,2025-08-30 09:01:13.006145,Delivered,297.71,414.03,255.18,68.92,1659.53,623.69,236,18-wheeler,1,1,34.84007,-90.209224,36.092479,-108.545015,Rain
992,110,Driver_110,Chicago,Miami,2219.87,2025-08-28 04:03:13.006180,2025-08-31 12:03:13.006180,2025-08-31 11:36:13.006180,Delivered,995.75,1305.36,290.66,26.45,3414.9,796.68,206,Truck,2,2,36.375018,-89.969954,26.817891,-71.652521,Rain
993,147,Driver_147,Denver,Boston,977.71,2025-08-28 19:03:13.006213,2025-09-02 03:03:13.006213,2025-09-02 03:59:13.006213,Delivered,406.98,492.88,90.4,35.68,2394.61,1368.67,225,18-wheeler,1,1,28.658786,-97.817841,26.796152,-96.180613,Cloudy
994,104,Driver_104,Dallas,New York,760.85,2025-08-26 21:03:13.006246,2025-08-30 17:03:13.006246,2025-08-30 19:24:13.006246,Delivered,318.03,316.99,230.32,31.48,1189.87,293.05,231,18-wheeler,0,0,41.512019,-92.574952,39.445503,-74.59069,Rain
995,104,Driver_104,Los Angeles,Atlanta,493.28,2025-08-27 09:03:13.006282,2025-09-01 03:03:13.006282,2025-09-01 03:08:13.006282,Delayed,210.63,238.91,76.14,22.24,881.07,333.15,221,18-wheeler,0,0,27.602432,-74.535914,26.342143,-118.628034,Snow
996,149,Driver_149,Denver,Houston,1544.57,2025-08-26 21:03:13.006314,2025-08-29 03:03:13.006314,2025-08-29 02:51:13.006314,Delivered,667.05,666.04,289.02,34.23,3692.56,2036.22,246,Truck,0,0,25.412508,-82.235853,30.981408,-81.764522,Snow
997,123,Driver_123,Miami,Denver,247.99,2025-08-27 12:03:13.006347,2025-08-31 09:03:13.006347,2025-08-31 10:19:13.006347,In Transit,101.27,115.56,289.13,42.26,617.06,68.84,247,Truck,0,0,26.632443,-112.217409,26.821124,-81.605151,Cloudy
998,137,Driver_137,Atlanta,Miami,1257.23,2025-08-26 21:03:13.006379,2025-08-30 06:03:13.006379,2025-08-30 06:37:13.006379,In Transit,534.54,402.43,293.32,99.8,2718.7,1388.61,201,Truck,0,0,32.989458,-73.343063,26.476304,-86.928911,Snow
999,112,Driver_112,Boston,Seattle,2026.0,2025-08-26 11:03:13.006433,2025-08-31 00:03:13.006433,2025-08-31 02:35:13.006433,Delayed,1069.25,1197.98,55.67,80.76,4188.97,1785.31,201,Truck,0,0,26.023777,-107.206464,40.776017,-74.587527,Rain
1000,121,Driver_121,Chicago,Seattle,958.26,2025-08-26 19:03:13.006468,2025-08-31 14:03:13.006468,2025-08-31 14:06:13.006468,Delivered,406.84,415.7,253.6,10.95,1717.84,630.75,224,Truck,0,0,35.581864,-115.275547,25.491538,-110.094929,Sunny
1001,147,Driver_147,Denver,Houston,2461.74,2025-08-29 07:03:13.006505,2025-08-30 20:03:13.006505,2025-08-30 21:28:13.006505,Delivered,1288.56,1150.52,175.69,20.16,4047.59,1412.66,215,Van,1,1,30.476794,-73.950233,32.751495,-110.049602,Rain
1002,111,Driver_111,Atlanta,New York,1604.55,2025-08-28 18:03:13.006540,2025-09-01 22:03:13.006540,2025-09-01 23:20:13.006540,In Transit,847.84,843.47,178.3,18.7,2636.4,748.09,212,18-wheeler,0,0,41.9483,-94.170772,33.785085,-110.58624,Snow
1003,109,Driver_109,New York,Seattle,1862.0,2025-08-27 02:03:13.006576,2025-08-31 11:03:13.006576,2025-08-31 13:56:13.006576,Delivered,491.33,1056.71,159.88,81.58,4232.27,2442.77,202,18-wheeler,0,0,30.867607,-87.938278,29.505412,-119.003544,Snow
1004,107,Driver_107,Los Angeles,Chicago,649.01,2025-08-27 14:03:13.006608,2025-08-31 22:03:13.006608,2025-08-31 23:02:13.006608,In Transit,290.55,207.2,242.51,99.68,1099.43,259.49,219,Van,0,0,28.304282,-101.34655,37.002244,-83.084265,Sunny
1005,110,Driver_110,Atlanta,Boston,1397.58,2025-08-28 07:03:13.006641,2025-08-29 12:03:13.006641,2025-08-29 14:14:13.006641,Delivered,547.52,597.35,91.91,80.88,2449.15,1131.49,228,18-wheeler,1,1,38.351102,-111.003634,30.830913,-103.111889,Rain
1006,131,Driver_131,Chicago,Los Angeles,2267.82,2025-08-26 13:03:13.006676,2025-08-29 17:03:13.006676,2025-08-29 16:39:13.006676,Delivered,958.46,960.66,219.53,30.23,3586.2,1417.32,213,Van,0,0,34.584645,-95.41854,34.317175,-107.20268,Rain
1007,150,Driver_150,Los Angeles,Chicago,1342.78,2025-08-28 16:03:13.006717,2025-08-30 23:03:13.006717,2025-08-30 23:07:13.006717,Delivered,660.86,411.17,224.19,36.63,3176.59,1843.74,225,18-wheeler,0,0,32.204406,-113.765424,34.743124,-97.18017,Snow
1008,148,Driver_148,Dallas,Chicago,1578.89,2025-08-28 16:03:13.006754,2025-09-02 11:03:13.006754,2025-09-02 11:47:13.006754,Scheduled,524.95,671.97,158.38,61.11,2877.94,1461.53,208,Van,0,0,38.012321,-83.470724,28.441579,-89.771623,Cloudy
1009,147,Driver_147,Los Angeles,Dallas,723.29,2025-08-28 06:03:13.006797,2025-09-01 10:03:13.006797,2025-09-01 12:22:13.006797,In Transit,288.11,400.44,65.31,14.37,1462.99,694.76,222,18-wheeler,1,1,35.364604,-74.576462,39.781535,-103.293537,Rain
1010,107,Driver_107,Denver,New York,925.23,2025-08-26 23:03:13.006831,2025-08-28 18:03:13.006831,2025-08-28 21:01:13.006831,Delivered,325.95,456.39,287.73,35.1,1805.56,700.39,215,Van,0,0,28.029647,-76.550155,36.099232,-110.86821,Cloudy
1011,150,Driver_150,Atlanta,Dallas,1500.52,2025-08-28 23:03:13.006867,2025-08-31 03:03:13.006867,2025-08-31 05:08:13.006867,Scheduled,561.22,632.1,60.97,61.72,3469.31,2153.3,234,Truck,0,0,38.510943,-96.427664,32.4604,-86.588574,Sunny
1012,125,Driver_125,Chicago,Dallas,1898.51,2025-08-28 03:03:13.006900,2025-08-29 14:03:13.006900,2025-08-29 13:57:13.006900,In Transit,762.65,767.35,59.62,78.99,3624.68,1956.07,227,Van,0,0,26.247448,-74.830318,37.998683,-87.826956,Sunny
1013,134,Driver_134,Seattle,New York,1216.75,2025-08-29 04:03:13.006935,2025-08-31 02:03:13.006935,2025-08-31 01:36:13.006935,In Transit,343.68,502.82,227.96,46.52,2817.97,1696.99,250,18-wheeler,0,0,29.499514,-112.008009,41.791414,-98.374641,Sunny
1014,131,Driver_131,Chicago,Boston,1736.25,2025-08-26 12:03:13.006969,2025-08-30 02:03:13.006969,2025-08-30 02:02:13.006969,Scheduled,963.71,1031.61,180.64,90.61,3495.09,1228.52,239,18-wheeler,0,0,25.432364,-81.688136,26.141012,-114.245392,Snow
1015,115,Driver_115,Seattle,Los Angeles,1744.79,2025-08-29 04:03:13.007001,2025-09-02 04:03:13.007001,2025-09-02 06:09:13.007001,Delivered,941.89,1022.6,107.78,86.77,4302.95,2143.91,228,18-wheeler,2,2,34.418618,-78.063577,29.805556,-119.197447,Sunny
1016,122,Driver_122,Los Angeles,Seattle,1704.1,2025-08-28 05:03:13.007035,2025-08-30 23:03:13.007035,2025-08-31 01:35:13.007035,Delivered,994.11,684.61,80.02,95.44,3366.29,1512.11,230,Van,0,0,37.497608,-99.460529,33.678729,-103.618031,Cloudy
1017,112,Driver_112,New York,Chicago,714.73,2025-08-26 21:03:13.007071,2025-08-30 19:03:13.007071,2025-08-30 19:11:13.007071,Delivered,262.73,398.51,86.6,12.84,1622.23,861.55,241,18-wheeler,1,1,33.401125,-75.43318,35.631007,-103.170712,Sunny
1018,139,Driver_139,Denver,Chicago,1468.44,2025-08-28 12:03:13.007105,2025-08-31 20:03:13.007105,2025-08-31 22:15:13.007105,In Transit,640.38,549.51,95.08,94.81,3054.49,1674.71,211,Van,0,0,30.318285,-94.498408,29.358513,-101.686952,Cloudy
1019,108,Driver_108,Denver,New York,2206.05,2025-08-27 23:03:13.007139,2025-08-29 07:03:13.007139,2025-08-29 07:59:13.007139,Delivered,938.37,1121.07,82.03,18.97,3340.62,1180.18,206,Truck,0,0,33.17528,-100.398918,40.151833,-75.678924,Cloudy
1020,115,Driver_115,Houston,Atlanta,1980.14,2025-08-28 05:03:13.007174,2025-08-29 23:03:13.007174,2025-08-29 22:50:13.007174,Delivered,1107.46,957.61,117.15,30.84,3155.26,942.2,245,Truck,0,0,36.1767,-72.248199,40.164905,-89.173028,Sunny
1021,112,Driver_112,Seattle,Dallas,591.66,2025-08-28 13:03:13.007208,2025-08-31 06:03:13.007208,2025-08-31 05:46:13.007208,Delivered,214.52,286.61,80.27,98.86,1269.64,589.38,215,Van,0,0,37.749144,-84.253815,41.26366,-93.820227,Snow
1022,101,Driver_101,Denver,Los Angeles,2025.45,2025-08-26 13:03:13.007244,2025-08-28 09:03:13.007244,2025-08-28 10:58:13.007244,Delayed,824.48,775.93,92.41,75.18,3297.82,1529.82,208,Van,0,0,34.515723,-77.665588,41.425015,-80.987048,Cloudy
1023,105,Driver_105,Seattle,Denver,841.95,2025-08-28 01:03:13.007291,2025-08-29 06:03:13.007291,2025-08-29 06:10:13.007291,Delivered,342.01,316.65,266.18,27.06,1502.73,550.83,237,Van,0,0,40.086954,-72.228988,27.145374,-102.728073,Cloudy
1024,132,Driver_132,Miami,Los Angeles,1598.8,2025-08-29 02:03:13.007325,2025-08-30 10:03:13.007325,2025-08-30 09:37:13.007325,Delivered,737.05,910.1,199.66,99.57,2455.76,509.38,243,Van,0,0,33.822581,-97.14158,40.614497,-92.628301,Cloudy
1025,126,Driver_126,Houston,Los Angeles,818.38,2025-08-26 16:03:13.007358,2025-08-28 14:03:13.007358,2025-08-28 15:56:13.007358,Delivered,293.56,304.21,147.9,61.72,1420.7,613.31,203,Van,0,0,36.862748,-118.374019,26.078793,-100.899622,Snow
1026,114,Driver_114,Seattle,Chicago,2310.49,2025-08-28 10:03:13.007395,2025-08-29 20:03:13.007395,2025-08-29 20:51:13.007395,In Transit,977.76,945.19,228.65,35.85,3494.88,1307.43,201,Truck,0,0,26.685162,-77.644093,32.230835,-108.292633,Cloudy
1027,129,Driver_129,Dallas,Denver,1593.63,2025-08-27 04:03:13.007431,2025-09-01 02:03:13.007431,2025-09-01 03:25:13.007431,In Transit,630.3,491.69,160.37,51.08,3878.67,2545.23,208,Van,0,0,40.304744,-110.69146,41.834847,-74.98877,Snow
1028,148,Driver_148,Miami,Houston,2363.68,2025-08-26 15:03:13.007472,2025-08-30 14:03:13.007472,2025-08-30 15:25:13.007472,Delivered,1317.38,760.97,231.53,88.23,3795.2,1397.09,223,18-wheeler,0,0,30.271458,-93.639715,26.18275,-112.620025,Sunny
1029,125,Driver_125,New York,Atlanta,2441.73,2025-08-26 16:03:13.007515,2025-08-30 11:03:13.007515,2025-08-30 10:46:13.007515,Delivered,899.8,1076.99,134.9,94.35,3818.14,1612.1,230,Van,0,0,40.955906,-78.834573,25.37013,-80.602395,Sunny
1030,138,Driver_138,Boston,Los Angeles,2463.21,2025-08-27 08:03:13.007548,2025-08-31 04:03:13.007548,2025-08-31 04:17:13.007548,In Transit,1436.4,850.07,263.51,97.81,5871.99,3224.2,249,Truck,0,0,29.256087,-95.312861,26.728972,-74.657309,Cloudy
1031,101,Driver_101,Los Angeles,Chicago,2388.6,2025-08-28 23:03:13.007580,2025-09-01 08:03:13.007580,2025-09-01 08:03:13.007580,Delayed,610.54,776.22,74.63,16.92,5131.3,3652.99,215,Van,2,2,41.571937,-92.730273,41.269789,-90.987729,Sunny
1032,122,Driver_122,Chicago,Miami,2440.75,2025-08-26 12:03:13.007614,2025-08-28 20:03:13.007614,2025-08-28 19:46:13.007614,Delivered,735.02,1335.37,192.26,75.62,5775.61,3437.34,231,18-wheeler,1,1,35.674285,-77.630353,32.083539,-108.663266,Cloudy
1033,111,Driver_111,Atlanta,Dallas,398.46,2025-08-27 07:03:13.007652,2025-08-29 15:03:13.007652,2025-08-29 17:28:13.007652,In Transit,142.06,142.74,81.15,89.81,720.21,264.45,239,18-wheeler,0,0,41.978494,-119.818963,28.145225,-89.132014,Cloudy
1034,133,Driver_133,New York,Houston,1898.6,2025-08-28 07:03:13.007688,2025-08-29 23:03:13.007688,2025-08-29 22:56:13.007688,In Transit,842.54,932.3,259.3,98.09,4092.1,1959.87,209,Truck,0,0,38.305523,-81.476217,25.892311,-82.293356,Rain
1035,138,Driver_138,Chicago,Miami,1961.33,2025-08-28 21:03:13.007721,2025-08-31 15:03:13.007721,2025-08-31 14:41:13.007721,Delivered,670.46,942.34,239.06,49.83,3397.86,1496.17,228,18-wheeler,0,0,26.556122,-70.199157,25.357089,-72.184367,Snow
1036,104,Driver_104,New York,Houston,375.12,2025-08-28 03:03:13.007754,2025-08-30 19:03:13.007754,2025-08-30 19:05:13.007754,In Transit,186.1,206.85,187.22,56.79,782.11,145.15,231,18-wheeler,1,1,41.156399,-115.259365,36.301217,-89.928769,Sunny
1037,101,Driver_101,Miami,Boston,438.9,2025-08-29 01:03:13.007786,2025-08-30 11:03:13.007786,2025-08-30 11:00:13.007786,In Transit,173.98,212.64,60.45,69.45,829.7,313.18,209,Truck,1,1,38.609836,-96.352303,30.422397,-108.461833,Sunny
1038,146,Driver_146,Houston,New York,1817.89,2025-08-26 12:03:13.007836,2025-08-30 16:03:13.007836,2025-08-30 18:45:13.007836,Delivered,754.8,726.23,218.23,11.25,3056.49,1345.98,209,Truck,0,0,37.145727,-74.687518,29.382976,-92.049696,Cloudy
1039,142,Driver_142,New York,Dallas,2289.56,2025-08-28 09:03:13.007870,2025-08-30 19:03:13.007870,2025-08-30 20:36:13.007870,Delivered,795.43,1221.58,115.48,99.76,5553.3,3321.05,215,Van,0,0,35.226895,-110.153988,39.60814,-91.242214,Rain
